"吧","酒吧","<div class=""pronunciation""><p><span class=""pinyin"">bā</span></p></div><div class=""meanings""><p>bar (loanword) (serving drinks, or providing Internet access etc)</p><p>to puff (on a pipe etc)</p><p>(onom.) bang</p><p>abbr. for <span class=""chinese"">贴吧</span> <span class=""pinyin"">tiē bā</span></p></div><div class=""pronunciation""><p><span class=""pinyin"">ba</span></p></div><div class=""meanings""><p>(modal particle indicating suggestion or surmise)</p><p>...right?</p><p>...OK?</p><p>...I presume.</p></div><div class=""pronunciation""><p><span class=""pinyin"">biā</span></p></div><div class=""meanings""><p>(onom.) smack!</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">jiǔbā</span></p></div><div class=""meanings""><p>bar (place to buy drinks)</p><p>Classifier: <span class=""chinese"">家</span> <span class=""pinyin"">jiā</span></p></div>","6669","1","豝"
"这","这个","<div class=""pronunciation""><p><span class=""pinyin"">zhè</span></p></div><div class=""meanings""><p>(pronoun) this; these</p><p>(bound form) this; the (followed by a noun)</p><p>(bound form) this; these (followed by a classifier) (in this sense, commonly pr.  <span class=""pinyin"">zhèi</span>, esp. in Beijing)</p></div><div class=""pronunciation""><p><span class=""pinyin"">zhèi</span></p></div><div class=""meanings""><p>(coll.) this</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">zhège</span></p></div><div class=""meanings""><p>(pronoun) this</p><p>(adjective) this</p></div>","184608","1","鹧"
"说","说话","<div class=""pronunciation""><p><span class=""pinyin"">shuì</span></p></div><div class=""meanings""><p>to persuade</p></div><div class=""pronunciation""><p><span class=""pinyin"">shuō</span></p></div><div class=""meanings""><p>to speak; to talk; to say</p><p>to explain; to comment</p><p>to scold; to tell off</p><p>(bound form) theory; doctrine</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">shuōhuà</span></p></div><div class=""meanings""><p>to speak</p><p>to say</p><p>to talk</p><p>to gossip</p><p>to tell stories</p><p>talk</p><p>word</p></div>","25586","1",""
"都","全都","<div class=""pronunciation""><p><span class=""pinyin"">Dū</span></p></div><div class=""meanings""><p>surname Du</p></div><div class=""pronunciation""><p><span class=""pinyin"">dōu</span></p></div><div class=""meanings""><p>all; both; entirely</p><p>(used for emphasis) even</p><p>already</p><p>(not) at all</p></div><div class=""pronunciation""><p><span class=""pinyin"">dū</span></p></div><div class=""meanings""><p>capital city</p><p>metropolis</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">quándōu</span></p></div><div class=""meanings""><p>all</p><p>without exception</p></div>","7314","1","蔸"
"去","出去","<div class=""pronunciation""><p><span class=""pinyin"">qù</span></p></div><div class=""meanings""><p>to go</p><p>to go to (a place)</p><p>(of a time etc) last</p><p>just passed</p><p>to send</p><p>to remove</p><p>to get rid of</p><p>to reduce</p><p>to be apart from in space or time</p><p>to die (euphemism)</p><p>to play (a part)</p><p>(when used either before or after a verb) to go in order to do sth</p><p>(after a verb of motion indicates movement away from the speaker)</p><p>(used after certain verbs to indicate detachment or separation)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">chūqù</span></p></div><div class=""meanings""><p>to go out</p></div>","32723","1","麮"
"很","很大","<div class=""pronunciation""><p><span class=""pinyin"">hěn</span></p></div><div class=""meanings""><p>very; quite</p><p>(also, often used before an adjective without intensifying its meaning, i.e. as a meaningless syntactic element)</p></div>","","7721","1",""
"啊","啊呀","<div class=""pronunciation""><p><span class=""pinyin"">ā</span></p></div><div class=""meanings""><p>interjection of surprise</p><p>Ah!</p><p>Oh!</p></div><div class=""pronunciation""><p><span class=""pinyin"">á</span></p></div><div class=""meanings""><p>interjection expressing doubt or requiring answer</p><p>Eh?</p><p>what?</p></div><div class=""pronunciation""><p><span class=""pinyin"">ǎ</span></p></div><div class=""meanings""><p>interjection of surprise or doubt</p><p>Eh?</p><p>My!</p><p>what's up?</p></div><div class=""pronunciation""><p><span class=""pinyin"">à</span></p></div><div class=""meanings""><p>interjection or grunt of agreement</p><p>uhm</p><p>Ah, OK</p><p>expression of recognition</p><p>Oh, it's you!</p></div><div class=""pronunciation""><p><span class=""pinyin"">a</span></p></div><div class=""meanings""><p>modal particle ending sentence, showing affirmation, approval, or consent</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">āyā</span></p></div><div class=""meanings""><p>interjection of surprise</p><p>Oh my!</p></div>","223","2","锕"
"要","不要","<div class=""pronunciation""><p><span class=""pinyin"">yāo</span></p></div><div class=""meanings""><p>(bound form) to demand; to coerce</p></div><div class=""pronunciation""><p><span class=""pinyin"">yào</span></p></div><div class=""meanings""><p>to want; to need; to ask for</p><p>will; shall; about to</p><p>need to; should</p><p>if (same as <span class=""chinese"">要是</span> <span class=""pinyin"">yào shi</span>)</p><p>(bound form) important</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">bùyào</span></p></div><div class=""meanings""><p>don't!; must not</p></div>","114532","1","鹞"
"也","也许","<div class=""pronunciation""><p><span class=""pinyin"">Yě</span></p></div><div class=""meanings""><p>surname Ye</p></div><div class=""pronunciation""><p><span class=""pinyin"">yě</span></p></div><div class=""meanings""><p>also; too; as well; (not ...) either</p><p>(used after a verbal or nominal expression X to indicate that X is an extreme or unexpected case) even (X)</p><p>(literary) particle having functions similar to <span class=""chinese"">啊</span> <span class=""pinyin"">a</span></p></div>","<div class=""pronunciation""><p><span class=""pinyin"">yěxǔ</span></p></div><div class=""meanings""><p>perhaps; maybe</p></div>","48806","1","漜"
"和","和平","<div class=""pronunciation""><p><span class=""pinyin"">Hé</span></p></div><div class=""meanings""><p>surname He</p></div><div class=""pronunciation""><p><span class=""pinyin"">hé</span></p></div><div class=""meanings""><p>(joining two nouns) and; together with; with (Taiwan pr.  <span class=""pinyin"">hàn</span>)</p><p>(math.) sum</p><p>to make peace</p><p>(sports) to draw; to tie</p><p>(bound form) harmonious</p><p>(bound form) Japan; Japanese</p><p>(literary) harmonious (variant of <span class=""chinese"">和</span> <span class=""pinyin"">hé</span>)</p></div><div class=""pronunciation""><p><span class=""pinyin"">hè</span></p></div><div class=""meanings""><p>to compose a poem in reply (to sb's poem) using the same rhyme sequence</p><p>to join in the singing</p><p>to chime in with others</p></div><div class=""pronunciation""><p><span class=""pinyin"">hú</span></p></div><div class=""meanings""><p>to complete a set in mahjong or playing cards</p></div><div class=""pronunciation""><p><span class=""pinyin"">huó</span></p></div><div class=""meanings""><p>to combine a powdery substance (flour, plaster etc) with water</p><p>Taiwan pr.  <span class=""pinyin"">huò</span></p></div><div class=""pronunciation""><p><span class=""pinyin"">huò</span></p></div><div class=""meanings""><p>to mix (ingredients) together</p><p>to blend</p><p>classifier for rinses of clothes</p><p>classifier for boilings of medicinal herbs</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">Hépíng</span></p></div><div class=""meanings""><p>Heping District of Shenyang city <span class=""chinese"">沈阳市</span> <span class=""pinyin"">Shěn yáng shì</span>, Liaoning</p><p>Heping or Hoping Township in Taichung County <span class=""chinese"">台中县</span> <span class=""pinyin"">Tái zhōng Xiàn</span>, Taiwan</p></div><div class=""pronunciation""><p><span class=""pinyin"">hépíng</span></p></div><div class=""meanings""><p>peace</p><p>peaceful</p></div>","4142","1","龢"
"那","那个","<div class=""pronunciation""><p><span class=""pinyin"">Nā</span></p></div><div class=""meanings""><p>surname Na</p></div><div class=""pronunciation""><p><span class=""pinyin"">Nuó</span></p></div><div class=""meanings""><p>surname Nuo</p></div><div class=""pronunciation""><p><span class=""pinyin"">nǎ</span></p></div><div class=""meanings""><p>variant of <span class=""chinese"">哪</span> <span class=""pinyin"">nǎ</span></p></div><div class=""pronunciation""><p><span class=""pinyin"">nà</span></p></div><div class=""meanings""><p>(specifier) that; the; those (colloquial pr.  <span class=""pinyin"">nèi</span>)</p><p>(pronoun) that (referring to persons, things or situations)</p><p>then (in that case)</p></div><div class=""pronunciation""><p><span class=""pinyin"">nuó</span></p></div><div class=""meanings""><p>(archaic) many</p><p>beautiful</p><p>how</p><p>old variant of <span class=""chinese"">挪</span> <span class=""pinyin"">nuó</span></p></div>","<div class=""pronunciation""><p><span class=""pinyin"">nàge</span></p></div><div class=""meanings""><p>that one</p><p>that thing</p><p>that (as opposed to this)</p><p>(used before a verb or adjective for emphasis)</p><p>(used to humorously or indirectly refer to sth embarrassing, funny etc, or when one can't think of the right word)</p><p>(used in speech as a filler, similar to ""umm"", ""you know"" etc)</p><p>(euph.) menstruation</p><p>sex</p><p>also pr.  <span class=""pinyin"">nèi ge</span></p></div>","97172","1","钠"
"想","不想","<div class=""pronunciation""><p><span class=""pinyin"">xiǎng</span></p></div><div class=""meanings""><p>to think (about)</p><p>to think of; to devise</p><p>to think (that); to believe (that)</p><p>to desire; to want (to)</p><p>to miss (feel wistful about the absence of)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">bùxiǎng</span></p></div><div class=""meanings""><p>unexpectedly; to one's surprise</p></div>","57531","1","鲞"
"人","有人","<div class=""pronunciation""><p><span class=""pinyin"">rén</span></p></div><div class=""meanings""><p>person; people</p><p>Classifiers: <span class=""chinese"">个</span> <span class=""pinyin"">gè</span>, <span class=""chinese"">位</span> <span class=""pinyin"">wèi</span></p></div>","<div class=""pronunciation""><p><span class=""pinyin"">yǒurén</span></p></div><div class=""meanings""><p>someone</p><p>people</p><p>anyone</p><p>there is someone there</p><p>occupied (as in restroom)</p></div>","48030","1","壬"
"会","不会","<div class=""pronunciation""><p><span class=""pinyin"">huì</span></p></div><div class=""meanings""><p>can; to have the skill; to know how to</p><p>to be likely to; to be sure to</p><p>to meet; to get together</p><p>meeting; gathering</p><p>(suffix) union; group; association</p><p>(bound form) a moment (Taiwan pr.  <span class=""pinyin"">huǐ</span>)</p></div><div class=""pronunciation""><p><span class=""pinyin"">kuài</span></p></div><div class=""meanings""><p>(bound form) to reckon accounts</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">bùhuì</span></p></div><div class=""meanings""><p>improbable</p><p>unlikely</p><p>will not (act, happen etc)</p><p>not able</p><p>not having learned to do sth</p><p>(coll.) (Tw) don't mention it</p><p>not at all</p></div>","126661","1","餯"
"来","回来","<div class=""pronunciation""><p><span class=""pinyin"">lái</span></p></div><div class=""meanings""><p>to come</p><p>(used as a substitute for a more specific verb)</p><p>hither (directional complement for motion toward the speaker, as in <span class=""chinese"">回来</span> <span class=""pinyin"">huílai</span>)</p><p>ever since (as in <span class=""chinese"">自古以来</span> <span class=""pinyin"">zìgǔ yǐlái</span>)</p><p>for the past (amount of time)</p><p>(prefix) the coming ...; the next ... (as in <span class=""chinese"">来世</span> <span class=""pinyin"">láishì</span>)</p><p>(between two verbs) in order to</p><p>(after a round number) approximately</p><p>(used after <span class=""chinese"">得</span> <span class=""pinyin"">dé</span> to indicate possibility, as in <span class=""chinese"">谈得来</span> <span class=""pinyin"">tándelái</span>, or after <span class=""chinese"">不</span> <span class=""pinyin"">bù</span> to indicate impossibility, as in <span class=""chinese"">吃不来</span> <span class=""pinyin"">chībulái</span>)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">huílai</span></p></div><div class=""meanings""><p>to return; to come back</p></div>","57701","1",""
"把","把手","<div class=""pronunciation""><p><span class=""pinyin"">bǎ</span></p></div><div class=""meanings""><p>to hold; to grasp</p><p>to hold a baby in position to help it urinate or defecate</p><p>handlebar</p><p>classifier: handful, bundle, bunch</p><p>classifier for things with handles</p><p>(used to put the object before the verb: <span class=""chinese"">把</span> <span class=""pinyin"">bǎ</span> + {noun} + {verb})</p></div><div class=""pronunciation""><p><span class=""pinyin"">bà</span></p></div><div class=""meanings""><p>handle</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">bǎshǒu</span></p></div><div class=""meanings""><p>to shake hands</p></div><div class=""pronunciation""><p><span class=""pinyin"">bǎshou</span></p></div><div class=""meanings""><p>handle</p><p>grip</p><p>knob</p></div>","3548","3","靶"
"对","对不起","<div class=""pronunciation""><p><span class=""pinyin"">duì</span></p></div><div class=""meanings""><p>right; correct</p><p>towards; at; for</p><p>concerning; regarding</p><p>to treat (sb a certain way)</p><p>to face</p><p>(bound form) opposite; facing; matching</p><p>to match together; to adjust</p><p>to fit; to suit</p><p>to answer; to reply</p><p>to add; to pour in (a fluid)</p><p>to check; to compare</p><p>classifier: couple; pair</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">duìbuqǐ</span></p></div><div class=""meanings""><p>I'm sorry; excuse me; I beg your pardon</p><p>to let (sb) down; to disappoint</p></div>","48834","1","队"
"做","做到","<div class=""pronunciation""><p><span class=""pinyin"">zuò</span></p></div><div class=""meanings""><p>to make; to produce</p><p>to write; to compose</p><p>to do; to engage in; to hold (a party etc)</p><p>(of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc)</p><p>(of a thing) to serve as; to be used for</p><p>to assume (an air or manner)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">zuòdào</span></p></div><div class=""meanings""><p>to accomplish</p><p>to achieve</p></div>","13867","1","阼"
"让","让开","<div class=""pronunciation""><p><span class=""pinyin"">ràng</span></p></div><div class=""meanings""><p>to yield</p><p>to permit</p><p>to let sb do sth</p><p>to have sb do sth</p><p>to make sb (feel sad etc)</p><p>by (indicates the agent in a passive clause, like <span class=""chinese"">被</span> <span class=""pinyin"">bèi</span>)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">ràngkāi</span></p></div><div class=""meanings""><p>to get out of the way</p><p>to step aside</p></div>","3294","2","让"
"给","交给","<div class=""pronunciation""><p><span class=""pinyin"">gěi</span></p></div><div class=""meanings""><p>to</p><p>for</p><p>for the benefit of</p><p>to give</p><p>to allow</p><p>to do sth (for sb)</p><p>(grammatical equivalent of <span class=""chinese"">被</span>)</p><p>(grammatical equivalent of <span class=""chinese"">把</span>)</p><p>(sentence intensifier)</p></div><div class=""pronunciation""><p><span class=""pinyin"">jǐ</span></p></div><div class=""meanings""><p>to supply</p><p>to provide</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">jiāogěi</span></p></div><div class=""meanings""><p>to give; to deliver; to hand over</p></div>","8419","1",""
"呢","花呢","<div class=""pronunciation""><p><span class=""pinyin"">ne</span></p></div><div class=""meanings""><p>particle indicating that a previously asked question is to be applied to the preceding word (""What about ...?"", ""And ...?"")</p><p>particle for inquiring about location (""Where is ...?"")</p><p>particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (""ok?"", ""are you with me?"")</p><p>(at the end of a declarative sentence) particle indicating continuation of a state or action</p><p>particle indicating strong affirmation</p></div><div class=""pronunciation""><p><span class=""pinyin"">ní</span></p></div><div class=""meanings""><p>dense wool fabric (used for coats and jackets)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">huāní</span></p></div><div class=""meanings""><p>fancy suiting</p></div>","99","1","麑"
"但","但是","<div class=""pronunciation""><p><span class=""pinyin"">dàn</span></p></div><div class=""meanings""><p>but; yet; however; still</p><p>merely; only; just</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">dànshì</span></p></div><div class=""meanings""><p>but; however</p></div>","97940","2","鴠"
"到","看到","<div class=""pronunciation""><p><span class=""pinyin"">dào</span></p></div><div class=""meanings""><p>to reach; to arrive</p><p>to leave for; to go to</p><p>to (a place); until (a time); up to (a point)</p><p>(verb complement indicating arriving at a place or reaching a point)</p><p>considerate; thoughtful; thorough</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">kàndào</span></p></div><div class=""meanings""><p>to see</p></div>","76397","1","道"
"还","还有","<div class=""pronunciation""><p><span class=""pinyin"">Huán</span></p></div><div class=""meanings""><p>surname Huan</p></div><div class=""pronunciation""><p><span class=""pinyin"">hái</span></p></div><div class=""meanings""><p>still</p><p>still in progress</p><p>still more</p><p>yet</p><p>even more</p><p>in addition</p><p>fairly</p><p>passably (good)</p><p>as early as</p><p>even</p><p>also</p><p>else</p></div><div class=""pronunciation""><p><span class=""pinyin"">huán</span></p></div><div class=""meanings""><p>to pay back</p><p>to return</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">háiyǒu</span></p></div><div class=""meanings""><p>there still remain(s); there is (or are) still</p><p>in addition</p></div>","86154","1","骸"
"能","不能","<div class=""pronunciation""><p><span class=""pinyin"">Néng</span></p></div><div class=""meanings""><p>surname Neng</p></div><div class=""pronunciation""><p><span class=""pinyin"">néng</span></p></div><div class=""meanings""><p>can</p><p>to be able to</p><p>might possibly</p><p>ability</p><p>(physics) energy</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">bùnéng</span></p></div><div class=""meanings""><p>cannot</p><p>must not</p><p>should not</p></div>","118579","1",""
"跟","跟着","<div class=""pronunciation""><p><span class=""pinyin"">gēn</span></p></div><div class=""meanings""><p>heel</p><p>to follow closely</p><p>to go with</p><p>(of a woman) to marry sb</p><p>with</p><p>compared with</p><p>to</p><p>towards</p><p>and (joining two nouns)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">gēnzhe</span></p></div><div class=""meanings""><p>to follow after</p><p>immediately afterwards</p></div>","8433","1","跟"
"没","没有","<div class=""pronunciation""><p><span class=""pinyin"">méi</span></p></div><div class=""meanings""><p>(negative prefix for verbs) have not; not</p></div><div class=""pronunciation""><p><span class=""pinyin"">mò</span></p></div><div class=""meanings""><p>drowned</p><p>to end</p><p>to die</p><p>to inundate</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">méiyǒu</span></p></div><div class=""meanings""><p>haven't</p><p>hasn't</p><p>doesn't exist</p><p>to not have</p><p>to not be</p></div>","257229","1","鹛"
"它","其它","<div class=""pronunciation""><p><span class=""pinyin"">tā</span></p></div><div class=""meanings""><p>it</p><p>it (pronoun for an animal)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">qítā</span></p></div><div class=""meanings""><p>(adjective) other</p></div>","5463","2","铊"
"走","走开","<div class=""pronunciation""><p><span class=""pinyin"">zǒu</span></p></div><div class=""meanings""><p>to walk</p><p>to go</p><p>to run</p><p>to move (of vehicle)</p><p>to visit</p><p>to leave</p><p>to go away</p><p>to die (euph.)</p><p>from</p><p>through</p><p>away (in compound verbs, such as <span class=""chinese"">撤走</span> <span class=""pinyin"">chè zǒu</span>)</p><p>to change (shape, form, meaning)</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">zǒukāi</span></p></div><div class=""meanings""><p>to leave; to walk away; to beat it</p><p>to move aside</p></div>","6703","1","赱"
"上","上帝","<div class=""pronunciation""><p><span class=""pinyin"">shǎng</span></p></div><div class=""meanings""><p>used in <span class=""chinese"">上声</span> <span class=""pinyin"">shǎng shēng</span></p></div><div class=""pronunciation""><p><span class=""pinyin"">shàng</span></p></div><div class=""meanings""><p>(bound form) up; upper; above; previous</p><p>first (of multiple parts)</p><p>to climb; to get onto; to go up</p><p>to attend (class or university)</p><p>(directional complement) up</p><p>(noun suffix) on; above</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">Shàngdì</span></p></div><div class=""meanings""><p>God</p></div>","30372","1","蠰"
"得","觉得","<div class=""pronunciation""><p><span class=""pinyin"">dé</span></p></div><div class=""meanings""><p>to obtain</p><p>to get</p><p>to gain</p><p>to catch (a disease)</p><p>proper</p><p>suitable</p><p>proud</p><p>contented</p><p>to allow</p><p>to permit</p><p>ready</p><p>finished</p></div><div class=""pronunciation""><p><span class=""pinyin"">de</span></p></div><div class=""meanings""><p>structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc</p></div><div class=""pronunciation""><p><span class=""pinyin"">děi</span></p></div><div class=""meanings""><p>to have to</p><p>must</p><p>ought to</p><p>to need to</p></div>","<div class=""pronunciation""><p><span class=""pinyin"">juéde</span></p></div><div class=""meanings""><p>to think that ...; to feel that ...</p><p>to feel (uncomfortable etc)</p></div>","90238","1",""
